fecha,titulo,estado,fenomeno,mes,mes_es
2006-07-07,Declaratoria de Emergencia por la presencia de marea roja en el Municipio de La Paz del Estado de Baja California Sur,Baja California Sur,marea roja,7,julio
2006-07-18,Declaratoria de Emergencia por la onda tropical No. 10 en 13 municipios del Estado de Veracruz,Veracruz,,7,julio
2006-07-19,Declaratoria de Emergencia por las lluvias extremas y granizadas atípicas en cinco municipios del Estado de Puebla,Puebla,lluvia,7,julio
2006-07-25,"Declaratoria de Emergencia por la tormenta que se registró el pasado 6 de julio, en el Municipio de Juárez del Estado de Chihuahua",Chihuahua,tormenta,7,julio
2006-08-08,Declaratoria de Emergencia por las lluvias ocurridas en 15 municipios del Estado de Veracruz,Veracruz,lluvia,8,agosto
2006-08-08,"Declaratoria de Emergencia por las lluvias intensas registradas del 19 al 24 de julio, en seis municipios del Estado de Veracruz",Veracruz,lluvia,8,agosto
2006-08-16,"Declaratoria de Emergencia por las lluvias muy fuertes ocurridas los pasados 25, 26 y 27 de julio en 7 municipios del Estado de Zacatecas",Zacatecas,lluvia,8,agosto
2006-08-21,Declaratoria de Emergencia por lluvias fuertes a muy fuertes registradas desde el 27 de julio hasta el 3 de agosto en el Municipio de Juárez del Estado de Chihuahua,Chihuahua,lluvia,8,agosto
2006-09-11,Declaratoria de Emergencia por la presencia del huracán John en tres municipios del Estado de Baja California Sur,Baja California Sur,huracán,9,septiembre
2006-09-11,Declaratoria de Emergencia por la presencia del huracán John en dos municipios del Estado de Baja California Sur,Baja California Sur,huracán,9,septiembre
2006-09-20,Declaratoria de Emergencia por lluvias fuertes a muy fuertes registradas desde el 28 de agosto al 7 de septiembre en 25 municipios del Estado de Chihuahua,Chihuahua,lluvia,9,septiembre
2006-09-25,Declaratoria de Emergencia por lluvias fuertes a muy fuertes registradas desde el 28 de agosto al 11 de septiembre en 2 municipios del Estado de Chihuahua,Chihuahua,lluvia,9,septiembre
2006-09-28,Declaratoria de Emergencia debido al impacto inminente del huracán Lane en 9 municipios del Estado de Sinaloa,Sinaloa,huracán,9,septiembre
2006-09-28,Declaratoria de Emergencia por las lluvias fuertes a intensas que se registraron del 9 al 11 de septiembre en 10 municipios del Estado de Zacatecas,Zacatecas,lluvia,9,septiembre
2006-09-29,Declaratoria de Emergencia por las lluvias de muy fuertes a intensas que se registraron del 8 al 15 de septiembre en 2 municipios del Estado de Chihuahua,Chihuahua,lluvia,9,septiembre
2006-10-03,"Declaratoria de Emergencia por lluvias extremas que se han presentado desde el 18 de septiembre de 2006, por la presencia del frente frío No. 4, en dos municipios del Estado de Tamaulipas",Tamaulipas,lluvia,10,octubre
2006-10-03,"Declaratoria de Emergencia por lluvias significativas ocurridas los días 11 y 12 de septiembre, provocadas por la interacción de los remanentes de la onda tropical 34 y el frente frío 3, en 12 municipios del Estado de Veracruz",Veracruz,lluvia,10,octubre
2006-10-05,Declaratoria de Emergencia por lluvias intensas provocadas por el paso del huracán Lane en 4 municipios del Estado de Nayarit,Nayarit,lluvia,10,octubre
2006-10-05,Declaratoria de emergencia por lluvias provocadas por el paso del huracán Lane en 10 municipios del Estado de Durango,Durango,lluvia,10,octubre
2006-10-19,Declaratoria de Emergencia por lluvias provocadas por el paso del huracán Lane en 3 municipios del Estado de Jalisco,Jalisco,lluvia,10,octubre
2006-10-19,Declaratoria de Emergencia por las lluvias provocadas por el frente frío No. 6 en 5 municipios del Estado de Veracruz,Veracruz,lluvia,10,octubre
2006-10-19,Declaratoria de Emergencia por las lluvias provocadas por la onda tropical No. 40 en 32 municipios del Estado de Veracruz,Veracruz,lluvia,10,octubre
2006-10-23,Declaratoria de Emergencia por las lluvias provocadas por la onda tropical No. 40 en el Municipio de Uxpanapa del Estado de Veracruz,Veracruz,lluvia,10,octubre
2006-11-01,Declaratoria de Emergencia por las lluvias atípicas que se registraron los días 14 y 15 de octubre de 2006 en 6 municipios del Estado de Zacatecas,Zacatecas,lluvia,11,noviembre
2006-11-08,Declaratoria de Emergencia por la inminencia de afectación del ciclón tropical Paul en 10 municipios del Estado de Sinaloa,Sinaloa,ciclón,11,noviembre
2006-11-08,"Declaratoria de Emergencia por las lluvias fuertes provocadas por el Frente Frío No. 11, en el Municipio de Tuxpan del Estado de Veracruz",Veracruz,lluvia,11,noviembre
2006-11-08,"Declaratoria de Emergencia por las lluvias fuertes provocadas por el Frente Frío No. 12, en el Municipio de Tihuatlán del Estado de Veracruz",Veracruz,lluvia,11,noviembre
2006-11-09,Declaratoria de Emergencia por la inminencia de afectación del ciclón tropical Paul en el Municipio de Navolato del Estado de Sinaloa,Sinaloa,ciclón,11,noviembre
2006-11-24,"Declaratoria de Emergencia por las lluvias fuertes acontecidas los días 3, 4 y 5 de noviembre, en el Municipio de Lerdo de Tejada del Estado de Veracruz",Veracruz,lluvia,11,noviembre
2006-12-12,Declaratoria de Emergencia por la ocurrencia de temperaturas mínimas en el Municipio de Atzalan del Estado de Veracruz,Veracruz,temperaturas mínimas,12,diciembre
2006-12-12,"Declaratoria de Emergencia por lluvias y temperaturas mínimas que se presentó los días 19 y 20 de noviembre, en 24 Municipios del Estado de Veracruz",Veracruz,lluvia,12,diciembre
2006-12-13,"Declaratoria de Emergencia por temperaturas mínimas los días 19, 20, 21 y 22 de noviembre en 12 municipios del Estado de Zacatecas",Zacatecas,temperaturas mínimas,12,diciembre
2006-12-15,Declaratoria de Emergencia por la presencia de bajas temperaturas y heladas registradas a partir del día 20 de noviembre en 17 municipios del Estado de Tlaxcala,Tlaxcala,bajas temperaturas,12,diciembre
2006-12-26,Declaratoria de Emergencia por la presencia de temperaturas mínimas registradas del 16 de noviembre al 6 de diciembre en 17 municipios del Estado de Durango,Durango,temperaturas mínimas,12,diciembre
2006-12-26,Declaratoria de Emergencia por la presencia de temperaturas mínimas en 7 municipios del Estado de Veracruz de Ignacio de la Llave,Veracruz de Ignacio de la Llave,temperaturas mínimas,12,diciembre
2006-12-28,Declaratoria de Emergencia por el paso del frente frío 20 en 20 municipios del Estado de Chihuahua,Chihuahua,frente frío,12,diciembre
2006-12-28,Declaratoria de Emergencia por el paso del frente frío 20 en 3 municipios del Estado de Coahuila de Zaragoza,Coahuila de Zaragoza,frente frío,12,diciembre
2007-01-12,"Declaratoria de Emergencia por bajas temperaturas extremas, que se presentaron los días 23, 24, 25 y 26 de diciembre de 2006, en 11 municipios del Estado de Zacatecas",Zacatecas,bajas temperaturas,1,enero
2007-01-15,"Declaratoria de Emergencia por helada atípica, en 2 municipios del Estado de Chihuahua",Chihuahua,helada,1,enero
2007-01-18,"Declaratoria de Emergencia por nevadas, en 28 municipios del Estado de Chihuahua",Chihuahua,nevada,1,enero
2007-01-23,Declaratoria de Emergencia por la nevada ocurrida el día 2 de enero de 2007 en 3 municipios del Estado de Chihuahua,Chihuahua,nevada,1,enero
2007-01-26,"Declaratoria de Emergencia por la helada atípica ocurrida los días 26 y 27 de diciembre de 2006 y 1 de enero de 2007, en 2 municipios del Estado de Durango",Durango,helada,1,enero
2007-02-06,Declaratoria de Emergencia por la nevada que se presentó el día 16 de enero en 4 municipios del Estado de Chihuahua,Chihuahua,nevada,2,febrero
2007-02-06,"Declaratoria de Emergencia por lluvias extremas e inundaciones atípicas, estas últimas provocadas por el desbordamiento de ríos y encharcamientos por acumulación de lluvia, durante los periodos del 8 al 10 y del 16 al 19 de enero, en 13 municipios del Estado de Tabasco",Tabasco,lluvia,2,febrero
2007-02-12,"Declaratoria de Emergencia por las nevadas registradas los días 22 y 23 de enero, en 8 municipios del Estado de Chihuahua",Chihuahua,nevada,2,febrero
2007-02-15,"Declaratoria de Emergencia por la ocurrencia de nevada el día 24 de enero, en 2 municipios del Estado de Chihuahua",Chihuahua,nevada,2,febrero
2007-04-04,"Declaratoria de Emergencia por la inundación atípica ocurrida los días 12 y 13 de marzo de 2007, en el Municipio de Naranjos Amatlán del Estado de Veracruz",Veracruz,inundación,4,abril
2007-04-27,"Declaratoria de Emergencia por la lluvia atípica ocurrida los días 3, 4 y 5 de abril de 2007, en seis municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,4,abril
2007-05-08,"Declaratoria de Emergencia por el sismo de magnitud 6.3° en la escala de Richter ocurrido el 13 de abril de 2007, en el Municipio de Atoyac de Alvarez del Estado de Guerrero",Guerrero,sismo,5,mayo
2007-05-16,"Declaratoria de Emergencia por la ocurrencia de granizada atípica, el 25 de abril de 2007, en el Municipio de Cosautlán de Carvajal del Estado de Veracruz",Veracruz,granizada,5,mayo
2007-06-13,"Declaratoria de Emergencia con motivo de la presencia de la tormenta tropical Bárbara, en el Estado de Chiapas",Chiapas,tormenta,6,junio
2007-06-13,"Declaratoria de Emergencia con motivo de la presencia de la tormenta tropical Bárbara, en el Estado de Oaxaca",Oaxaca,tormenta,6,junio
2007-06-13,"Declaratoria de Emergencia con motivo de la ocurrencia de lluvia extrema, el 2 de mayo de 2007 en 7 municipios del Estado de Tlaxcala",Tlaxcala,lluvia,6,junio
2007-07-03,"Declaratoria de Emergencia con motivo de la ocurrencia de lluvia extrema, el día 13 de junio de 2007, en 2 municipios del Estado de Zacatecas",Zacatecas,lluvia,7,julio
2007-08-28,"Declaratoria de Emergencia ante la alta probabilidad del impacto del ciclón tropical Dean , en once municipios del Estado de Campeche",Campeche,ciclón,8,agosto
2007-08-28,"Declaratoria de Emergencia ante la alta probabilidad del impacto del ciclón tropical Dean , en ocho municipios del Estado de Quintana Roo",Quintana Roo,ciclón,8,agosto
2007-08-28,"Declaratoria de Emergencia ante la alta probabilidad del impacto del ciclón tropical Dean , en ciento seis municipios del Estado de Yucatán",Yucatán,ciclón,8,agosto
2007-08-29,"Declaratoria de Emergencia con motivo de la alta probabilidad de afectación por el paso del huracán Dean, en 86 municipios del Estado de Chiapas",Chiapas,huracán,8,agosto
2007-08-29,"Declaratoria de Emergencia con motivo de la afectación por el paso del huracán Dean, en 74 municipios del Estado de Puebla",Puebla,huracán,8,agosto
2007-08-29,"Declaratoria de Emergencia con motivo de la presencia y alta probabilidad de afectación del huracán Dean, en 17 municipios del Estado de Tabasco",Tabasco,huracán,8,agosto
2007-08-29,"Declaratoria de Emergencia con motivo de la alta probabilidad de afectación por el paso del huracán Dean, en 81 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,huracán,8,agosto
2007-08-29,"Declaratoria de Emergencia con motivo de la afectación por el paso del huracán Dean, en 35 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,huracán,8,agosto
2007-08-30,"Declaratoria de Emergencia ante los efectos del ciclón tropical Dean, en 60 municipios del Estado de Hidalgo",Hidalgo,ciclón,8,agosto
2007-09-04,"Declaratoria de Emergencia por lluvias e inundaciones atípicas presentadas los días 22 y 23 de agosto de 2007, en 14 municipios del Estado de San Luis Potosí",San Luis Potosí,lluvia,9,septiembre
2007-09-04,"Declaratoria de Emergencia con motivo de la lluvia atípica ocurrida los días 22 y 25 de agosto de 2007, en 28 municipios del Estado de Tlaxcala",Tlaxcala,lluvia,9,septiembre
2007-09-10,"Declaratoria de Emergencia por la presencia del huracán Henriette, en 5 municipios del Estado de Baja California Sur",Baja California Sur,huracán,9,septiembre
2007-09-13,"Declaratoria de Emergencia por la presencia del huracán Félix, en 118 municipios del Estado de Chiapas",Chiapas,huracán,9,septiembre
2007-09-13,Declaratoria de Emergencia con motivo de las lluvias fuertes que afectaron a 23 municipios del Estado de Guerrero,Guerrero,lluvia,9,septiembre
2007-09-13,"Declaratoria de Emergencia por la presencia y efectos del huracán Henriette, en 12 municipios del Estado de Sinaloa",Sinaloa,huracán,9,septiembre
2007-09-17,"Declaratoria de Emergencia por la presencia y efectos del huracán Henriette, en 67 municipios del Estado de Sonora",Sonora,huracán,9,septiembre
2007-09-18,"Declaratoria de Emergencia por lluvia intensa provocada por el paso del ciclón tropical Henriette, en 9 municipios del Estado de Jalisco",Jalisco,lluvia,9,septiembre
2007-09-24,"Declaratoria de Emergencia por lluvias atípicas e inundaciones presentadas del 26 de agosto al 3 de septiembre de 2007, en 7 municipios del Estado de San Luis Potosí",San Luis Potosí,lluvia,9,septiembre
2007-09-25,"Declaratoria de Emergencia debido a la ocurrencia de lluvias e inundaciones atípicas, los días 23 y 29 de agosto y 3 de septiembre de 2007, en cinco municipios del Estado de Tamaulipas",Tamaulipas,lluvia,9,septiembre
2007-10-12,"Declaratoria de Emergencia por la ocurrencia de lluvias intensas, el día 28 de septiembre de 2007, en 41 municipios del Estado de Puebla",Puebla,lluvia,10,octubre
2007-10-12,"Declaratoria de Emergencia por el paso del ciclón tropical Lorenzo, en 92 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,ciclón,10,octubre
2007-10-18,"Declaratoria de Emergencia por la ocurrencia de lluvias intensas, el día 28 de septiembre de 2007, en 20 municipios del Estado de Hidalgo",Hidalgo,lluvia,10,octubre
2007-10-26,"Declaratoria de Emergencia por la presencia de lluvias atípicas ocurridas los días 10 y 11 de octubre de 2007, en 37 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,10,octubre
2007-10-30,"Declaratoria de Emergencia por la presencia de lluvias atípicas, ocurridas el día 10 de octubre de 2007, en 11 municipios del Estado de Chiapas",Chiapas,lluvia,10,octubre
2007-11-05,"Declaratoria de Emergencia, por la presencia de lluvias atípicas, ocurridas los días 17 y 18 de octubre de 2007, en 15 municipios del Estado de Oaxaca",Oaxaca,lluvia,11,noviembre
2007-11-06,"Declaratoria de Emergencia por la presencia de lluvias e inundaciones atípicas, ocurridas los días 28 y 29 de octubre de 2007, en 17 municipios del Estado de Tabasco",Tabasco,lluvia,11,noviembre
2007-11-07,"Declaratoria de Emergencia por la presencia de heladas atípicas, ocurridas entre el 21 y 24 de octubre de 2007, en 13 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,helada,11,noviembre
2007-11-09,"Declaratoria de Emergencia por la presencia de lluvias atípicas ocurridas del 23 al 30 de octubre de 2007, en 22 municipios del Estado de Chiapas",Chiapas,lluvia,11,noviembre
2007-11-09,"Declaratoria de Emergencia con motivo de las lluvias e inundaciones atípicas producidas del 24 al 31 de octubre de 2007, en 11 municipios del Estado de Chiapas",Chiapas,lluvia,11,noviembre
2007-11-09,"Declaratoria de Emergencia por la ocurrencia de heladas atípicas, los días 23, 24 y 25 de octubre de 2007, en 21 municipios del Estado de Zacatecas",Zacatecas,helada,11,noviembre
2007-11-26,"Declaratoria de Emergencia por la presencia de heladas atípicas, ocurridas del 23 de octubre al 5 de noviembre de 2007, en 30 municipios del Estado de Hidalgo",Hidalgo,helada,11,noviembre
2007-12-04,"Declaratoria de Emergencia por la ocurrencia de granizada atípica los días 17 y 18 de noviembre de 2007, en 4 municipios del Estado de Zacatecas",Zacatecas,granizada,12,diciembre
2007-12-14,"Declaratoria de Emergencia, con motivo de la inminente inundación atípica, en el Municipio de Tecpatán del Estado de Chiapas",Chiapas,inundación,12,diciembre
2007-12-14,"Declaratoria de Emergencia por la ocurrencia de nevada los días 24 y 25 de noviembre de 2007, en 12 municipios del Estado de Chihuahua",Chihuahua,nevada,12,diciembre
2008-01-18,"Declaratoria de Emergencia por lluvias atípicas y nevadas atípicas ocurridas del 1 al 4 de enero de 2008, en 24 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,1,enero
2008-01-23,"Declaratoria de Emergencia por nevadas atípicas y heladas atípicas ocurridas del 1 al 4 de enero de 2008, en 24 municipios del Estado de Hidalgo",Hidalgo,nevada,1,enero
2008-01-23,"Declaratoria de Emergencia por lluvias atípicas y heladas atípicas ocurridas del 31 de diciembre de 2007 al 2 de enero de 2008, en 32 municipios del Estado de Oaxaca",Oaxaca,lluvia,1,enero
2008-01-24,"Declaratoria de Emergencia por la ocurrencia de lluvia atípica, ocurrida el 1 de enero de 2008, en el Municipio de Espinal del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,1,enero
2008-01-25,"Declaratoria de Emergencia por la ocurrencia de heladas atípicas, ocurridas los días 3 y 4 de enero de 2008, en 2 municipios del Estado de Tlaxcala",Tlaxcala,helada,1,enero
2008-01-30,"Declaratoria de Emergencia por la ocurrencia de lluvia atípica, ocurrida del 1 al 4 de enero de 2008, en 3 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,1,enero
2008-02-01,"Declaratoria de Emergencia por la ocurrencia de heladas atípicas, ocurridas el 16 y 17 de enero de 2008, en 6 municipios del Estado de Durango",Durango,helada,2,febrero
2008-02-01,"Declaratoria de Emergencia por la ocurrencia de heladas atípicas, ocurridas el 13 y 14 de enero de 2008, en 4 municipios del Estado de Zacatecas",Zacatecas,helada,2,febrero
2008-04-24,"Declaratoria de Emergencia por la ocurrencia de granizada atípica, el día 12 de abril de 2008, en el Municipio de Nanacamilpa de Mariano Arista del Estado de Tlaxcala",Tlaxcala,granizada,4,abril
2008-04-24,"Declaratoria de Emergencia con motivo de lluvias atípicas provocadas por el paso del frente frío No. 40, el día 12 de abril de 2008, en 8 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,4,abril
2008-04-30,"Declaratoria de Emergencia con motivo de la ocurrencia de granizada atípica, provocada por el paso del frente frío No. 40, el día 12 de abril de 2008, en 2 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,granizada,4,abril
2008-05-13,"Declaratoria de Emergencia con motivo de lluvia atípica, provocada por el paso del Frente Frío No. 42, el día 27 de abril de 2008, en el Municipio de Túxpam del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,5,mayo
2008-06-10,"Declaratoria de Emergencia con motivo del deslave ocurrido el 4 de noviembre de 2007, que generó un taponamiento del Río Grijalva entre las presas Malpaso y Peñitas, en los 6 municipios del Estado de Tabasco",Tabasco,deslave,6,junio
2008-06-13,"Declaratoria de Emergencia por la ocurrencia de lluvias atípicas los días 1 y 2 de junio de 2008, en 7 municipios del Estado de Chiapas",Chiapas,lluvia,6,junio
2008-06-24,"Declaratoria de Emergencia por la ocurrencia de lluvias atípicas el día 9 de junio de 2008, en 15 municipios del Estado de Oaxaca",Oaxaca,lluvia,6,junio
2008-06-24,"Declaratoria de Emergencia por la ocurrencia de lluvias atípicas los días 3, 4 y 6 de junio de 2008, en 13 municipios y por la ocurrencia de lluvias atípicas e inundaciones del 6 al 9 de junio de 2008, en 7 municipios del Estado de Oaxaca",Oaxaca,lluvia,6,junio
2008-06-24,"Declaratoria de Emergencia por la ocurrencia de lluvias atípicas los días 3 y 4 de junio de 2008, en 7 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,6,junio
2008-06-30,"Declaratoria de Emergencia por la ocurrencia de lluvias atípicas el día 11 de junio de 2008, en el Municipio de El Carmen Tequexquitla del Estado de Tlaxcala",Tlaxcala,lluvia,6,junio
2008-07-01,"Declaratoria de Emergencia por la ocurrencia de lluvias atípicas los días 3, 6, 7, 10 y 11 de junio de 2008, por inundación atípica el día 11 de junio de 2008 en 16 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,7,julio
2008-07-16,"Declaratoria de Emergencia por la ocurrencia de inundación atípica el 1 de julio de 2008, en 2 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,inundación,7,julio
2008-07-16,"Declaratoria de Emergencia por la ocurrencia de lluvias atípicas los días 4, 5 y 6 de julio de 2008, en 6 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,7,julio
2008-07-17,"Declaratoria de Emergencia por la ocurrencia de inundación atípica el día 6 de julio de 2008, en 5 municipios del Estado de Tabasco",Tabasco,inundación,7,julio
2008-07-22,"Declaratoria de Emergencia por la ocurrencia de lluvias atípicas presentadas el día 8 de julio de 2008, en 3 municipios del Estado de Hidalgo",Hidalgo,lluvia,7,julio
2008-07-22,"Declaratoria de Emergencia por la ocurrencia de lluvias atípicas, los días 2, 5, 6, 7 y 8, e inundación atípica el día 9 de julio de 2008, en 11 municipios del Estado de San Luis Potosí",San Luis Potosí,lluvia,7,julio
2008-07-22,"Declaratoria de Emergencia por la ocurrencia de lluvias e inundaciones atípicas, presentadas del 4 al 9 de julio de 2008, en 12 municipios del Estado de Tamaulipas",Tamaulipas,lluvia,7,julio
2008-07-23,"Declaratoria de Emergencia por la ocurrencia de lluvias atípicas, los días 6 y 7 de julio de 2008, en 5 municipios del Estado de Oaxaca",Oaxaca,lluvia,7,julio
2008-07-26,"Declaratoria de Emergencia por la inminencia del impacto del Ciclón Tropical Dolly, en 17 municipios del Estado de Tamaulipas",Tamaulipas,ciclón,7,julio
2008-07-28,"Declaratoria de Emergencia por la ocurrencia de lluvias atípicas el día 6 de julio de 2008, en 2 municipios del Estado de Colima",Colima,lluvia,7,julio
2008-07-28,"Declaratoria de Emergencia por la ocurrencia de lluvias atípicas los días 5, 6 y 7 de julio de 2008, en 9 municipios del Estado de Tlaxcala",Tlaxcala,lluvia,7,julio
2008-07-28,"Declaratoria de Emergencia por la ocurrencia de inundación atípica el día 18 de julio de 2008, en el Municipio de Tlaltenango de Sánchez Román del Estado de Zacatecas",Zacatecas,inundación,7,julio
2008-08-08,"Declaratoria de Emergencia por la ocurrencia de lluvia atípica el día 26 de julio de 2008, en el Municipio de Atoyac del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,8,agosto
2008-08-11,"Declaratoria de Emergencia por la ocurrencia de inundación atípica, el día 26 de julio de 2008, en el Municipio de Juárez del Estado de Chihuahua",Chihuahua,inundación,8,agosto
2008-08-11,"Declaratoria de Emergencia por la ocurrencia de lluvias atípicas el día 8 de julio de 2008, en 2 municipios, e inundación atípica los días 9, 10 y 11 de julio de 2008, en 1 Municipio del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,8,agosto
2008-08-13,"Declaratoria de Emergencia por la ocurrencia de lluvia atípica el día 8 de julio de 2008, en 3 municipios, e inundación atípica los días 8, 9, 10 y 11 de julio de 2008, en 2 municipios del Estado de San Luis Potosí",San Luis Potosí,lluvia,8,agosto
2008-09-03,"Declaratoria de Emergencia por lluvias extremas el día 25 de agosto de 2008, generadas por la tormenta tropical Julio en 3 municipios del Estado de Baja California Sur",Baja California Sur,lluvia,9,septiembre
2008-09-03,"Declaratoria de Emergencia por lluvias atípicas el día 26 de agosto de 2008, generadas por la tormenta tropical Julio, en 2 municipios del Estado de Sonora",Sonora,lluvia,9,septiembre
2008-09-05,"Declaratoria de Emergencia por la ocurrencia de inundación atípica los días 25 y 26 de agosto de 2008, en 3 municipios del Estado de Aguascalientes",Aguascalientes,inundación,9,septiembre
2008-09-05,"Declaratoria de Emergencia por la ocurrencia de inundaciones atípicas del 26 al 28 de agosto de 2008, en 3 municipios del Estado de Aguascalientes",Aguascalientes,inundación,9,septiembre
2008-09-05,"Declaratoria de Emergencia por la ocurrencia de inundaciones atípicas del 25 al 27 de agosto de 2008, en 11 municipios del Estado de Zacatecas",Zacatecas,inundación,9,septiembre
2008-09-09,"Declaratoria de Emergencia por la ocurrencia de lluvia e inundación atípica el día 30 de agosto de 2008, en 2 municipios del Estado de Chihuahua",Chihuahua,lluvia,9,septiembre
2008-09-09,"Declaratoria de Emergencia por la ocurrencia de inundación atípica el 22 de agosto de 2008, en el Municipio de Villa de Arriaga del Estado de San Luis Potosí",San Luis Potosí,inundación,9,septiembre
2008-09-17,"Declaratoria de Emergencia por la alta probabilidad de inundación atípica, en 8 municipios del Estado de Chihuahua",Chihuahua,inundación,9,septiembre
2008-09-17,"Declaratoria de Emergencia por la ocurrencia de lluvias atípicas en 8 municipios los días 14, 19, 23, 28 y 30 de agosto y 4 de septiembre de 2008, e inundación atípica el día 29 de agosto de 2008, en 2 municipios del Estado de Durango",Durango,lluvia,9,septiembre
2008-09-17,"Declaratoria de Emergencia por la ocurrencia de inundaciones atípicas del 29 de agosto al 2 de septiembre de 2008, en 3 municipios del Estado de Nayarit",Nayarit,inundación,9,septiembre
2008-09-25,"Declaratoria de Emergencia por la ocurrencia de lluvias atípicas, los días 29 y 30 de agosto de 2008, en 6 municipios del Estado de Chihuahua",Chihuahua,lluvia,9,septiembre
2008-09-25,"Declaratoria de Emergencia por la ocurrencia de inundación atípica los días 5 al 7 de septiembre de 2008, en 9 municipios del Estado de Chihuahua",Chihuahua,inundación,9,septiembre
2008-09-25,"Declaratoria de Emergencia por la ocurrencia de inundación atípica del 2 al 5 de septiembre de 2008, en 2 municipios del Estado de San Luis Potosí",San Luis Potosí,inundación,9,septiembre
2008-09-25,"Declaratoria de Emergencia por la ocurrencia de lluvias e inundaciones atípicas del día 9 al 12 de septiembre de 2008, provocadas por los remanentes del ciclón tropical Lowell, en los municipios de Ahome y El Fuerte del Estado de Sinaloa",Sinaloa,lluvia,9,septiembre
2008-09-25,"Declaratoria de Emergencia por la ocurrencia de lluvias atípicas e inundaciones los días 8, 10 y 11 de septiembre de 2008, en 8 municipios del Estado de Sonora",Sonora,lluvia,9,septiembre
2008-09-25,"Declaratoria de Emergencia por la ocurrencia de lluvias atípicas en 8 municipios e inundación atípica en 5 municipios los días 6, 7 y 8 de septiembre de 2008, en el Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,9,septiembre
2008-10-02,"Declaratoria de Emergencia por la ocurrencia de inundaciones atípicas en presencia de lluvias severas en 7 municipios, durante el periodo del 21 al 29 de septiembre de 2008; y por la ocurrencia de lluvias atípicas los días 24 y 26 de septiembre de 2008 en 1 municipio del Estado de Tabasco",Tabasco,inundación,10,octubre
2008-10-03,"Declaratoria de Emergencia por la ocurrencia de inundaciones atípicas del 22 al 26 de septiembre de 2008, en 22 municipios y por lluvias atípicas el día 24 de septiembre de 2008, en 5 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,inundación,10,octubre
2008-10-06,Declaratoria de Emergencia por la ocurrencia de deslave derivado de la magnitud de las lluvias ocurridas en 2 municipios del Estado de Veracruz de Ignacio de la Llave,Veracruz de Ignacio de la Llave,deslave,10,octubre
2008-10-07,"Declaratoria de Emergencia por la inminencia de inundaciones significativas a atípicas, en 3 municipios del Estado de Coahuila",Coahuila,inundación,10,octubre
2008-10-07,"Declaratoria de Emergencia por la ocurrencia de inundaciones atípicas, en el periodo del 17 al 22 de septiembre de 2008, en 5 municipios del Estado de Durango",Durango,inundación,10,octubre
2008-10-07,"Declaratoria de Emergencia por la ocurrencia de lluvia atípica en 1 municipio el día 20 de septiembre de 2008, y por la ocurrencia de inundación atípica del 19 al 22 de septiembre de 2008, en 7 municipios del Estado de Veracruz de Ignacio de la Llave",Veracruz de Ignacio de la Llave,lluvia,10,octubre
2008-10-14,"Declaratoria de Emergencia por la ocurrencia de lluvia atípica los días 24, 26 y 29 de septiembre de 2008, en 1 municipio; e inundación atípica del 23 al 29 de septiembre de 2008, en 2 municipios del Estado de Chiapas",Chiapas,lluvia,10,octubre
2008-10-14,"Declaratoria de Emergencia por la ocurrencia de lluvia atípica el día 23 de septiembre de 2008 en 4 municipios e inundación atípica los días 23 y 24 de septiembre de 2008, en 6 municipios del Estado de Oaxaca",Oaxaca,lluvia,10,octubre
2008-10-15,"Declaratoria de Emergencia por la ocurrencia de inundaciones y lluvias atípicas del 22 de septiembre al 6 de octubre de 2008, en 9 municipios del Estado de Tabasco",Tabasco,inundación,10,octubre
